date,campaign_id,customer_id,cost_micros,average_order_value_micros,impressions,clicks,average_cpc,ctr,engagements,all_conversions_from_interactions_rate,rl_ingested_at,interactions
2025-02-05,14989780057,,30457959,0,263,45,676843.53333333333,0.17110266159695817,0,0.25478517777777776,2025-08-13 14:32:56.460648 UTC,45
2025-06-12,14989780057,,43265394,0,440,45,961453.2,0.10227272727272728,0,0.39640553333333334,2025-09-11 05:01:33.184786 UTC,45
2024-04-13,14989780057,,27470000,0,685,46,597173.91304347827,0.067153284671532851,0,0.58804271739130431,2025-08-13 14:32:56.451299 UTC,46
2026-01-03,14989780057,,14480610,0,297,46,314795.86956521741,0.15488215488215487,0,0.67391304347826086,2026-01-17 00:01:39.193407 UTC,46
2024-06-24,14989780057,,24010000,0,713,46,521956.52173913043,0.064516129032258063,0,0.84092267391304343,2025-08-13 14:32:56.453601 UTC,46
2024-10-16,14989780057,,32270000,0,620,46,701521.73913043481,0.074193548387096769,0,0.33628860869565219,2025-08-13 14:32:56.457196 UTC,46
2023-06-30,14989780057,,18590000,0,1250,46,404130.4347826087,0.0368,0,0.25898278260869562,2025-08-13 14:32:56.442518 UTC,46
2023-09-27,14989780057,,23900000,0,1609,46,519565.21739130432,0.028589185829707892,0,0.30545710869565218,2025-08-13 14:32:56.445072 UTC,46
2024-10-04,14989780057,,40260000,0,809,46,875217.39130434778,0.056860321384425219,0,0.34723686956521738,2025-08-13 14:32:56.456827 UTC,46
2023-10-01,14989780057,,18660000,0,1484,46,405652.17391304346,0.030997304582210242,0,0.33537710869565218,2025-08-13 14:32:56.445195 UTC,46
2023-11-08,14989780057,,18930000,0,1095,46,411521.73913043475,0.042009132420091327,0,0.2608695652173913,2025-08-13 14:32:56.446427 UTC,46
2024-02-06,14989780057,,21130000,0,767,46,459347.82608695654,0.059973924380704043,0,0.30248497826086956,2025-08-13 14:32:56.449259 UTC,46
2024-09-20,14989780057,,33090000,0,524,46,719347.82608695654,0.087786259541984726,0,0.034043239130434784,2025-08-13 14:32:56.456394 UTC,46
2023-03-05,14989780057,,16580000,0,820,46,360434.78260869568,0.056097560975609757,0,0.2608695652173913,2025-08-13 14:32:56.438846 UTC,46
2024-01-25,14989780057,,28190000,0,691,46,612826.08695652173,0.066570188133140376,0,0.41332354347826084,2025-08-13 14:32:56.448886 UTC,46
2023-10-16,14989780057,,19760000,0,1238,46,429565.21739130432,0.037156704361873988,0,0.17882391304347825,2025-08-13 14:32:56.445702 UTC,46
2023-05-17,14989780057,,24850000,0,883,46,540217.39130434778,0.052095130237825596,0,0.34782608695652173,2025-08-13 14:32:56.441129 UTC,46
2025-06-16,14989780057,,40741479,0,470,46,885684.32608695654,0.097872340425531917,0,0.519107847826087,2025-09-15 05:01:48.345933 UTC,46
2024-10-13,14989780057,,24130000,0,1099,46,524565.21739130432,0.041856232939035488,0,0.941974347826087,2025-08-13 14:32:56.457105 UTC,46
2024-09-17,14989780057,,59420000,0,957,46,1291739.1304347827,0.048066875653082548,0,1.1656975869565218,2025-08-13 14:32:56.456299 UTC,46
2024-06-25,14989780057,,23930000,0,728,46,520217.39130434784,0.063186813186813184,0,0.69043486956521738,2025-08-13 14:32:56.453645 UTC,46
2024-06-11,14989780057,,25960000,0,787,46,564347.82608695654,0.058449809402795427,0,0.47391058695652172,2025-08-13 14:32:56.453168 UTC,46
2023-12-09,14989780057,,17520000,174950000,879,46,380869.5652173913,0.052332195676905571,0,0.34503160869565219,2025-08-13 14:32:56.447399 UTC,46
2024-12-29,14989780057,,30240662,0,1253,46,657405.695652174,0.036711891460494812,0,0.24884815217391304,2025-08-13 14:32:56.459448 UTC,46
2024-08-17,14989780057,,58500000,0,1129,46,1271739.1304347827,0.040744021257750222,0,0.89164345652173915,2025-08-13 14:32:56.455331 UTC,46
2024-11-21,14989780057,,18870000,0,707,46,410217.39130434784,0.065063649222065062,0,0.22695184782608696,2025-08-13 14:32:56.458309 UTC,46
2023-01-22,14989780057,,21540000,0,905,46,468260.86956521741,0.050828729281767959,0,0.11448669565217391,2025-08-13 14:32:56.437492 UTC,46
2025-04-09,14989780057,,33069203,0,338,46,718895.71739130432,0.13609467455621302,0,0.98741373913043473,2025-08-13 14:32:56.462569 UTC,46
2023-09-29,14989780057,,22900000,0,1382,47,487234.04255319148,0.034008683068017367,0,0.21276595744680851,2025-08-13 14:32:56.445133 UTC,47
2024-08-31,14989780057,,34110000,0,865,47,725744.68085106381,0.054335260115606937,0,0.48880702127659575,2025-08-13 14:32:56.455773 UTC,47
2025-03-16,14989780057,,25408191,0,491,47,540599.80851063831,0.095723014256619138,0,0.63319812765957439,2025-08-13 14:32:56.461839 UTC,47
2025-03-30,14989780057,,20448461,0,238,47,435073.63829787233,0.19747899159663865,0,0.74055789361702129,2025-08-13 14:32:56.462264 UTC,47
2024-10-02,14989780057,,48000000,0,1021,47,1021276.5957446808,0.046033300685602352,0,0.28414559574468085,2025-08-13 14:32:56.456767 UTC,47
2023-02-22,14989780057,,26110000,0,764,47,555531.914893617,0.061518324607329845,0,0.0851063829787234,2025-08-13 14:32:56.438503 UTC,47
2024-08-20,14989780057,,53740000,0,1105,47,1143404.255319149,0.042533936651583712,0,0.57413776595744681,2025-08-13 14:32:56.455427 UTC,47
2023-10-25,14989780057,,21540000,0,1545,47,458297.87234042556,0.030420711974110032,0,0.1702127659574468,2025-08-13 14:32:56.445984 UTC,47
2024-09-13,14989780057,,31940000,0,823,47,679574.46808510635,0.057108140947752128,0,0.21149291489361705,2025-08-13 14:32:56.456175 UTC,47
2023-03-20,14989780057,,25740000,0,1025,47,547659.57446808508,0.045853658536585365,0,0.14893617021276595,2025-08-13 14:32:56.439312 UTC,47
2024-02-18,14989780057,,23480000,0,747,47,499574.4680851064,0.062918340026773767,0,0.46990180851063829,2025-08-13 14:32:56.449634 UTC,47
2024-09-27,14989780057,,30230000,0,821,47,643191.48936170212,0.057247259439707675,0,0.10638297872340426,2025-08-13 14:32:56.456615 UTC,47
2025-02-10,14989780057,,34444741,0,372,47,732866.82978723408,0.12634408602150538,0,0.31084587234042554,2025-08-13 14:32:56.460798 UTC,47
2023-10-12,14989780057,,16830000,45000000,1460,47,358085.10638297873,0.032191780821917808,0,0.46808510638297873,2025-08-13 14:32:56.445579 UTC,47
2024-10-28,14989780057,,29260000,0,757,47,622553.19148936169,0.062087186261558784,0,0.25407846808510637,2025-08-13 14:32:56.457563 UTC,47
2023-02-23,14989780057,,23890000,0,767,47,508297.87234042556,0.061277705345501955,0,0.1702127659574468,2025-08-13 14:32:56.438534 UTC,47
2024-06-10,14989780057,,26810000,0,839,47,570425.53191489365,0.056019070321811679,0,0.31647942553191488,2025-08-13 14:32:56.453137 UTC,47
2024-09-09,14989780057,,31370000,0,764,47,667446.80851063831,0.061518324607329845,0,0.20402319148936171,2025-08-13 14:32:56.456044 UTC,47
2024-11-12,14989780057,,28917970,0,587,47,615275.95744680846,0.08006814310051108,0,0.74142161702127651,2025-08-13 14:32:56.458028 UTC,47
2024-08-15,14989780057,,53980000,0,1011,47,1148510.6382978724,0.046488625123639958,0,0.2069818510638298,2025-08-13 14:32:56.455264 UTC,47
2023-02-07,14989780057,,24380000,0,928,47,518723.40425531915,0.050646551724137928,0,0.20026221276595743,2025-08-13 14:32:56.438027 UTC,47
2023-02-28,14989780057,,26170000,0,892,47,556808.51063829788,0.052690582959641255,0,0.0425531914893617,2025-08-13 14:32:56.438689 UTC,47
2024-06-26,14989780057,,24180000,0,684,47,514468.08510638296,0.068713450292397657,0,0.425531914893617,2025-08-13 14:32:56.453678 UTC,47
2023-06-26,14989780057,,20600000,0,1347,47,438297.87234042556,0.034892353377876766,0,0.25531914893617019,2025-08-13 14:32:56.442388 UTC,47
2024-02-12,14989780057,,21020000,0,689,47,447234.04255319148,0.068214804063860671,0,0.2541105744680851,2025-08-13 14:32:56.449446 UTC,47
2023-06-27,14989780057,,19960000,0,1244,47,424680.85106382979,0.03778135048231511,0,0.2557218085106383,2025-08-13 14:32:56.442420 UTC,47
2024-10-07,14989780057,,26940000,0,812,47,573191.48936170212,0.057881773399014777,0,0.27791140425531913,2025-08-13 14:32:56.456921 UTC,47
2026-01-02,14989780057,,10365965,0,390,47,220552.44680851063,0.12051282051282051,0,0.6162274468085106,2026-01-17 00:01:39.193344 UTC,47
2024-10-19,14989780057,,30680000,0,766,47,652765.95744680846,0.061357702349869453,0,0.17730497872340428,2025-08-13 14:32:56.457289 UTC,47
2024-07-08,14989780057,,24340000,0,721,48,507083.33333333331,0.066574202496532592,0,0.21412035416666667,2025-08-13 14:32:56.454074 UTC,48
2023-02-05,14989780057,,25770000,0,959,48,536875.0,0.050052137643378521,0,0.16666666666666666,2025-08-13 14:32:56.437965 UTC,48
2024-04-01,14989780057,,25860000,0,730,48,538750.0,0.06575342465753424,0,0.357373125,2025-08-13 14:32:56.450923 UTC,48
2023-06-29,14989780057,,19480000,0,1113,48,405833.33333333331,0.0431266846361186,0,0.2801081875,2025-08-13 14:32:56.442485 UTC,48
2024-01-21,14989780057,,26150000,0,698,48,544791.66666666663,0.068767908309455589,0,0.24474225000000002,2025-08-13 14:32:56.448765 UTC,48
2024-08-14,14989780057,,54130000,0,1020,48,1127708.3333333333,0.047058823529411764,0,0.25348808333333334,2025-08-13 14:32:56.455233 UTC,48
2023-05-15,14989780057,,24290000,0,1218,48,506041.66666666669,0.039408866995073892,0,0.16666666666666666,2025-08-13 14:32:56.441068 UTC,48
2025-03-29,14989780057,,16248727,0,293,48,338515.14583333331,0.16382252559726962,0,0.67104058333333327,2025-08-13 14:32:56.462234 UTC,48
2023-04-04,14989780057,,22690000,0,956,48,472708.33333333331,0.0502092050209205,0,0.16666666666666666,2025-08-13 14:32:56.439782 UTC,48
2025-11-06,14989780057,,30458836,0,535,48,634559.08333333337,0.089719626168224292,0,0.66344877083333331,2026-01-17 00:01:39.188589 UTC,48
2024-06-04,14989780057,,26810000,0,692,48,558541.66666666663,0.069364161849710976,0,0.37631818749999996,2025-08-13 14:32:56.452950 UTC,48
2023-09-24,14989780057,,22500000,0,1648,48,468750.0,0.029126213592233011,0,0.22918847916666665,2025-08-13 14:32:56.444980 UTC,48
2024-04-07,14989780057,,34500000,0,806,48,718750.0,0.059553349875930521,0,0.3325100416666667,2025-08-13 14:32:56.451107 UTC,48
2024-01-22,14989780057,,27360000,0,622,48,570000.0,0.077170418006430874,0,0.22078285416666665,2025-08-13 14:32:56.448797 UTC,48
2024-05-19,14989780057,,26800000,0,867,49,546938.775510204,0.056516724336793542,0,0.72044122448979586,2025-08-13 14:32:56.452429 UTC,49
2025-06-13,14989780057,,46390538,0,431,49,946745.67346938781,0.1136890951276102,0,0.902232469387755,2025-09-12 05:01:15.492831 UTC,49
2024-07-05,14989780057,,26170000,0,692,49,534081.63265306118,0.0708092485549133,0,0.304540612244898,2025-08-13 14:32:56.453973 UTC,49
2025-10-16,14989780057,,25854384,0,356,49,527640.48979591834,0.13764044943820225,0,0.37925628571428571,2026-01-14 23:01:51.311346 UTC,49
2024-07-07,14989780057,,25820000,0,523,49,526938.775510204,0.093690248565965584,0,0.51860212244897963,2025-08-13 14:32:56.454036 UTC,49
2023-01-16,14989780057,,22800000,0,574,49,465306.12244897959,0.085365853658536592,0,0.12244897959183673,2025-08-13 14:32:56.437305 UTC,49
2023-10-24,14989780057,,19840000,0,1297,49,404897.95918367349,0.037779491133384732,0,0.16326530612244897,2025-08-13 14:32:56.445954 UTC,49
2025-06-02,14989780057,,42938033,0,487,49,876286.387755102,0.10061601642710473,0,0.681119693877551,2025-09-01 05:01:49.892778 UTC,49
2024-07-02,14989780057,,27440000,0,746,49,560000.0,0.065683646112600538,0,0.33391632653061221,2025-08-13 14:32:56.453873 UTC,49
2024-09-21,14989780057,,33200000,0,610,49,677551.02040816331,0.080327868852459017,0,0.45108316326530612,2025-08-13 14:32:56.456428 UTC,49
2023-06-20,14989780057,,21730000,0,1389,49,443469.387755102,0.035277177825773935,0,0.22448979591836735,2025-08-13 14:32:56.442188 UTC,49
2024-11-11,14989780057,,53003808,0,487,49,1081710.3673469387,0.10061601642710473,0,0.50913969387755109,2025-08-13 14:32:56.457997 UTC,49
2023-06-21,14989780057,,21900000,0,1121,49,446938.77551020408,0.043710972346119537,0,0.2952674081632653,2025-08-13 14:32:56.442229 UTC,49
2025-06-04,14989780057,,46258866,0,409,49,944058.48979591834,0.11980440097799511,0,0.55664012244897965,2025-09-03 05:01:23.786783 UTC,49
2023-11-01,14989780057,,19780000,0,1494,49,403673.46938775509,0.032797858099062917,0,0.42857142857142855,2025-08-13 14:32:56.446202 UTC,49
2023-05-14,14989780057,,22150000,0,1459,49,452040.81632653059,0.033584647018505824,0,0.10204081632653061,2025-08-13 14:32:56.441038 UTC,49
2023-04-27,14989780057,,23480000,0,1016,49,479183.67346938775,0.048228346456692911,0,0.16326530612244897,2025-08-13 14:32:56.440507 UTC,49
2023-02-15,14989780057,,28960000,0,1081,49,591020.40816326533,0.045328399629972246,0,0.32653061224489793,2025-08-13 14:32:56.438274 UTC,49
2023-05-21,14989780057,,22340000,0,975,49,455918.36734693876,0.050256410256410255,0,0.16326530612244897,2025-08-13 14:32:56.441256 UTC,49
2025-11-15,14989780057,,22188577,0,1207,49,452828.10204081633,0.04059652029826015,0,0.87478008163265308,2026-01-17 00:01:39.189305 UTC,49
2024-10-15,14989780057,,30940000,0,883,49,631428.57142857148,0.055492638731596829,0,0.51044136734693879,2025-08-13 14:32:56.457166 UTC,49
2023-01-29,14989780057,,22420000,0,828,49,457551.02040816325,0.059178743961352656,0,0.061224489795918366,2025-08-13 14:32:56.437710 UTC,49
2024-11-17,14989780057,,30679398,0,790,49,626110.16326530615,0.0620253164556962,0,0.41114681632653066,2025-08-13 14:32:56.458190 UTC,49
2024-04-20,14989780057,,25220000,0,696,49,514693.87755102041,0.07040229885057471,0,0.93280036734693872,2025-08-13 14:32:56.451516 UTC,49
2023-02-14,14989780057,,27610000,0,912,50,552200.0,0.054824561403508769,0,0.12,2025-08-13 14:32:56.438242 UTC,50
2025-12-15,14989780057,,17376587,0,584,50,347531.74,0.085616438356164379,0,0.4889783,2026-01-17 00:01:39.192085 UTC,50
2024-07-01,14989780057,,24610000,0,638,50,492200.0,0.078369905956112859,0,0.76037744000000007,2025-08-13 14:32:56.453842 UTC,50
2025-06-03,14989780057,,45348199,0,502,50,906963.98,0.099601593625498,0,0.82351164,2025-09-02 05:01:19.309489 UTC,50
2024-07-04,14989780057,,26800000,0,825,50,536000.0,0.060606060606060608,0,0.74742106000000008,2025-08-13 14:32:56.453941 UTC,50
2024-10-03,14989780057,,39230000,0,857,50,784600.0,0.058343057176196034,0,0.23055276,2025-08-13 14:32:56.456796 UTC,50
2025-06-05,14989780057,,42987066,0,577,50,859741.32,0.086655112651646451,0,0.45483244,2025-09-04 05:01:44.929431 UTC,50
2023-10-19,14989780057,,19450000,0,1335,50,389000.0,0.037453183520599252,0,0.08,2025-08-13 14:32:56.445797 UTC,50
2024-06-17,14989780057,,25170000,0,806,50,503400.0,0.062034739454094295,0,0.22073595999999998,2025-08-13 14:32:56.453355 UTC,50
2023-04-03,14989780057,,20800000,0,816,50,416000.0,0.061274509803921566,0,0.14,2025-08-13 14:32:56.439752 UTC,50
2023-11-22,14989780057,,18930000,94950000,1605,50,378600.0,0.031152647975077882,0,0.4002214,2025-08-13 14:32:56.446868 UTC,50
2023-02-24,14989780057,,26710000,0,839,50,534200.0,0.05959475566150179,0,0.26,2025-08-13 14:32:56.438564 UTC,50
2025-03-14,14989780057,,19835642,0,615,51,388934.15686274512,0.082926829268292687,0,0.22474274509803924,2025-08-13 14:32:56.461779 UTC,51
2024-02-15,14989780057,,27650000,0,715,51,542156.86274509807,0.071328671328671323,0,0.393173,2025-08-13 14:32:56.449543 UTC,51
2024-08-29,14989780057,,55670000,0,539,51,1091568.6274509805,0.094619666048237475,0,0.30326417647058823,2025-08-13 14:32:56.455713 UTC,51
2024-03-02,14989780057,,21430000,0,752,51,420196.07843137253,0.0678191489361702,0,0.34661319607843138,2025-08-13 14:32:56.449997 UTC,51
2023-11-13,14989780057,,19630000,0,1311,51,384901.96078431373,0.038901601830663615,0,0.19607843137254902,2025-08-13 14:32:56.446584 UTC,51
2023-04-21,14989780057,,23780000,0,984,51,466274.50980392157,0.051829268292682924,0,0.21568627450980393,2025-08-13 14:32:56.440314 UTC,51
2023-02-02,14989780057,,24600000,0,953,51,482352.9411764706,0.053515215110178385,0,0.13725490196078433,2025-08-13 14:32:56.437837 UTC,51
2024-04-06,14989780057,,32940000,0,764,51,645882.3529411765,0.066753926701570682,0,0.60268694117647059,2025-08-13 14:32:56.451075 UTC,51
2024-01-11,14989780057,,25920000,0,919,51,508235.29411764705,0.055495103373231776,0,0.61019564705882356,2025-08-13 14:32:56.448447 UTC,51
2024-09-25,14989780057,,45570000,0,666,51,893529.4117647059,0.076576576576576572,0,0.21093011764705882,2025-08-13 14:32:56.456553 UTC,51
2025-11-27,14989780057,,36700482,0,1655,51,719617.29411764711,0.03081570996978852,0,0.47552754901960786,2026-01-17 00:01:39.190551 UTC,51
2023-01-24,14989780057,,24840000,0,706,51,487058.82352941175,0.072237960339943341,0,0.14078472549019608,2025-08-13 14:32:56.437557 UTC,51
2023-06-28,14989780057,,22850000,0,1058,51,448039.21568627452,0.048204158790170135,0,0.25641692156862744,2025-08-13 14:32:56.442454 UTC,51
2023-09-20,14989780057,,20860000,0,1757,51,409019.60784313723,0.029026750142287991,0,0.2165295294117647,2025-08-13 14:32:56.444843 UTC,51
2024-07-06,14989780057,,24390000,0,822,51,478235.29411764705,0.062043795620437957,0,0.44165252941176469,2025-08-13 14:32:56.454004 UTC,51
2023-09-12,14989780057,,27980000,0,1527,51,548627.45098039217,0.033398821218074658,0,0.25490196078431371,2025-08-13 14:32:56.444593 UTC,51
2025-06-14,14989780057,,56113805,0,562,51,1100270.6862745099,0.090747330960854092,0,1.5641358039215687,2025-09-13 05:01:50.210109 UTC,51
2025-11-25,14989780057,,20881869,0,1312,51,409448.4117647059,0.038871951219512195,0,0.41891896078431373,2026-01-17 00:01:39.190403 UTC,51
2023-02-01,14989780057,,25050000,0,825,51,491176.4705882353,0.061818181818181821,0,0.25490196078431371,2025-08-13 14:32:56.437802 UTC,51
2024-08-16,14989780057,,50040000,0,1161,51,981176.4705882353,0.043927648578811367,0,0.64788731372549024,2025-08-13 14:32:56.455300 UTC,51
2024-06-08,14989780057,,27380000,0,711,51,536862.74509803916,0.071729957805907171,0,0.49683425490196076,2025-08-13 14:32:56.453070 UTC,51
2024-06-13,14989780057,,24600000,0,761,51,482352.9411764706,0.067017082785808146,0,0.30087554901960784,2025-08-13 14:32:56.453233 UTC,51
2023-08-27,14989780057,,22070000,0,1074,52,424423.07692307694,0.048417132216014895,0,0.17307692307692307,2025-08-13 14:32:56.444399 UTC,52
2023-09-28,14989780057,,27270000,0,1660,52,524423.07692307688,0.031325301204819279,0,0.29001769230769231,2025-08-13 14:32:56.445102 UTC,52
2024-10-05,14989780057,,36550000,0,1099,52,702884.61538461538,0.047315741583257506,0,0.15813371153846154,2025-08-13 14:32:56.456857 UTC,52
2023-05-24,14989780057,,25830000,0,1372,52,496730.76923076925,0.037900874635568516,0,0.038505615384615388,2025-08-13 14:32:56.441348 UTC,52
2024-11-25,14989780057,,23780000,0,1041,52,457307.69230769231,0.049951969260326606,0,0.1773108076923077,2025-08-13 14:32:56.458431 UTC,52
2023-11-20,14989780057,,20930000,0,1447,52,402500.0,0.0359364201796821,0,0.15674578846153847,2025-08-13 14:32:56.446803 UTC,52
2023-05-23,14989780057,,23610000,0,980,52,454038.46153846156,0.053061224489795916,0,0.15384615384615385,2025-08-13 14:32:56.441318 UTC,52
2024-10-12,14989780057,,26470000,0,1089,52,509038.46153846156,0.047750229568411386,0,0.36199765384615384,2025-08-13 14:32:56.457072 UTC,52
2023-05-29,14989780057,,21920000,0,1048,52,421538.46153846156,0.049618320610687022,0,0.32692307692307693,2025-08-13 14:32:56.441502 UTC,52
2023-07-17,14989780057,,27720000,0,1329,52,533076.92307692312,0.039127163280662153,0,0.36538461538461536,2025-08-13 14:32:56.443044 UTC,52
2023-01-28,14989780057,,24440000,0,1035,52,470000.0,0.050241545893719805,0,0.46153846153846156,2025-08-13 14:32:56.437680 UTC,52
2024-04-02,14989780057,,30980000,0,635,52,595769.23076923075,0.081889763779527558,0,0.45436463461538462,2025-08-13 14:32:56.450953 UTC,52
2023-08-16,14989780057,,26660000,0,1612,52,512692.30769230769,0.032258064516129031,0,0.26923076923076922,2025-08-13 14:32:56.444051 UTC,52
2023-02-19,14989780057,,25830000,0,1126,52,496730.76923076925,0.046181172291296625,0,0.13461538461538461,2025-08-13 14:32:56.438408 UTC,52
2025-04-08,14989780057,,42700006,0,367,53,805660.49056603771,0.1444141689373297,0,0.44710175471698116,2025-08-13 14:32:56.462539 UTC,53
2023-02-25,14989780057,,27070000,0,880,53,510754.71698113205,0.060227272727272727,0,0.22641509433962265,2025-08-13 14:32:56.438594 UTC,53
2025-05-28,14989780057,,55643560,0,408,53,1049878.4905660378,0.12990196078431374,0,0.47622950943396225,2025-08-27 05:01:56.859589 UTC,53
2023-06-16,14989780057,,23690000,0,1052,53,446981.13207547169,0.05038022813688213,0,0.13207547169811321,2025-08-13 14:32:56.442063 UTC,53
2024-09-12,14989780057,,37010000,0,1178,53,698301.88679245277,0.044991511035653652,0,0.52365152830188677,2025-08-13 14:32:56.456139 UTC,53
2024-06-21,14989780057,,24620000,0,883,53,464528.30188679247,0.060022650056625139,0,0.40864696226415093,2025-08-13 14:32:56.453474 UTC,53
2025-01-17,14989780057,,25410276,0,441,53,479439.16981132078,0.12018140589569161,0,0.44353981132075471,2025-08-13 14:32:56.460066 UTC,53
2024-09-06,14989780057,,58700000,0,742,53,1107547.1698113207,0.071428571428571425,0,0.48992601886792453,2025-08-13 14:32:56.455955 UTC,53
2023-07-23,14989780057,,26420000,0,1190,53,498490.56603773584,0.044537815126050422,0,0.32792490566037735,2025-08-13 14:32:56.443230 UTC,53
2025-05-29,14989780057,,51595403,0,409,53,973498.16981132072,0.1295843520782396,0,0.974971754716981,2025-08-28 05:01:43.688170 UTC,53
2024-09-22,14989780057,,31810000,0,564,53,600188.679245283,0.093971631205673756,0,0.6046527169811321,2025-08-13 14:32:56.456458 UTC,53
2024-06-15,14989780057,,24530000,0,1036,53,462830.1886792453,0.05115830115830116,0,0.38709098113207546,2025-08-13 14:32:56.453296 UTC,53
2023-09-18,14989780057,,25520000,0,1544,54,472592.59259259258,0.034974093264248704,0,0.16666666666666666,2025-08-13 14:32:56.444778 UTC,54
2023-05-04,14989780057,,26960000,0,890,54,499259.25925925927,0.060674157303370786,0,0.29824442592592593,2025-08-13 14:32:56.440723 UTC,54
2025-11-10,14989780057,,13921101,0,1291,54,257798.16666666666,0.041828040278853604,0,0.55036299999999994,2026-01-17 00:01:39.188913 UTC,54
2024-07-03,14989780057,,24610000,0,698,54,455740.74074074073,0.077363896848137534,0,0.26668424074074076,2025-08-13 14:32:56.453909 UTC,54
2023-05-12,14989780057,,25030000,0,1213,54,463518.51851851854,0.044517724649629019,0,0.18518518518518517,2025-08-13 14:32:56.440975 UTC,54
2023-05-13,14989780057,,23910000,0,1311,54,442777.77777777775,0.041189931350114416,0,0.14814814814814814,2025-08-13 14:32:56.441007 UTC,54
2025-08-18,14989780057,,44254567,0,1057,54,819529.01851851854,0.0510879848628193,0,1.4610677592592594,2025-11-16 23:01:41.916034 UTC,54
2023-11-05,14989780057,,22540000,109990000,1843,54,417407.40740740742,0.029300054259359741,0,0.35185185185185186,2025-08-13 14:32:56.446336 UTC,54
2024-10-26,14989780057,,43080000,0,932,54,797777.77777777775,0.057939914163090127,0,0.21296296296296297,2025-08-13 14:32:56.457505 UTC,54
2024-11-22,14989780057,,23420107,0,776,54,433705.68518518517,0.069587628865979384,0,0.43530653703703703,2025-08-13 14:32:56.458342 UTC,54
2023-05-07,14989780057,,23270000,0,1390,54,430925.9259259259,0.03884892086330935,0,0.40740740740740738,2025-08-13 14:32:56.440819 UTC,54
2023-11-27,14989780057,,28750000,0,2030,55,522727.27272727271,0.027093596059113302,0,0.34545454545454546,2025-08-13 14:32:56.447022 UTC,55
2025-06-21,14989780057,,49935134,0,429,55,907911.52727272722,0.12820512820512819,0,1.2048186363636362,2025-09-20 05:01:47.182801 UTC,55
2025-04-16,14989780057,,50261916,0,295,55,913853.01818181819,0.1864406779661017,0,1.4978476,2025-08-13 14:32:56.462776 UTC,55
2025-07-09,14989780057,,71368766,0,499,55,1297613.9272727272,0.11022044088176353,0,0.77341714545454543,2025-10-08 05:01:09.493304 UTC,55
2025-04-03,14989780057,,50687573,0,251,55,921592.23636363633,0.21912350597609562,0,0.39803425454545455,2025-08-13 14:32:56.462381 UTC,55
2025-04-17,14989780057,,48279369,0,774,55,877806.70909090911,0.0710594315245478,0,0.6738939454545454,2025-08-13 14:32:56.462805 UTC,55
2023-06-25,14989780057,,27520000,0,1718,55,500363.63636363635,0.0320139697322468,0,0.10909090909090909,2025-08-13 14:32:56.442358 UTC,55
2023-02-26,14989780057,,26170000,0,961,55,475818.18181818182,0.057232049947970862,0,0.2910064727272727,2025-08-13 14:32:56.438625 UTC,55
2023-09-26,14989780057,,29940000,0,1509,55,544363.63636363635,0.036447978793903248,0,0.3090794,2025-08-13 14:32:56.445042 UTC,55
2023-04-20,14989780057,,27450000,0,1212,55,499090.90909090912,0.045379537953795381,0,0.2,2025-08-13 14:32:56.440281 UTC,55
2023-10-10,14989780057,,22200000,0,1686,55,403636.36363636365,0.03262158956109134,0,0.39540507272727271,2025-08-13 14:32:56.445518 UTC,55
2023-11-09,14989780057,,20270000,0,1517,55,368545.45454545453,0.036255767963085037,0,0.2787257090909091,2025-08-13 14:32:56.446458 UTC,55
2023-08-12,14989780057,,28650000,0,1552,55,520909.09090909088,0.035438144329896906,0,0.23636363636363636,2025-08-13 14:32:56.443921 UTC,55
2024-07-26,14989780057,,32850000,0,1099,55,597272.72727272729,0.050045495905368519,0,0.43740779999999996,2025-08-13 14:32:56.454644 UTC,55
2025-05-07,14989780057,,55728865,0,540,55,1013252.0909090909,0.10185185185185185,0,0.30653661818181821,2025-08-13 14:32:56.463410 UTC,55
2025-01-22,14989780057,,25789604,0,366,56,460528.64285714284,0.15300546448087432,0,0.42487755357142859,2025-08-13 14:32:56.460221 UTC,56
2025-08-26,14989780057,,60527207,0,832,56,1080842.982142857,0.0673076923076923,0,1.2443455714285714,2025-11-24 23:01:37.453256 UTC,56
2025-04-06,14989780057,,51250625,0,421,56,915189.73214285716,0.1330166270783848,0,0.64969703571428572,2025-08-13 14:32:56.462474 UTC,56
2024-09-05,14989780057,,59160000,0,598,56,1056428.5714285714,0.093645484949832769,0,0.61892458928571426,2025-08-13 14:32:56.455926 UTC,56
2025-05-31,14989780057,,44489105,0,334,56,794448.30357142852,0.16766467065868262,0,1.1504443928571428,2025-08-30 05:02:00.731467 UTC,56
2024-06-14,14989780057,,24790000,0,798,56,442678.57142857142,0.070175438596491224,0,0.36686719642857141,2025-08-13 14:32:56.453265 UTC,56
2023-01-15,14989780057,,32080000,0,891,56,572857.14285714284,0.062850729517396189,0,0.18493105357142858,2025-08-13 14:32:56.437276 UTC,56
2024-07-27,14989780057,,31590000,0,932,56,564107.14285714284,0.060085836909871244,0,0.45595996428571428,2025-08-13 14:32:56.454674 UTC,56
2024-11-23,14989780057,,24870000,0,1040,56,444107.14285714284,0.053846153846153849,0,0.29109914285714289,2025-08-13 14:32:56.458372 UTC,56
2023-10-07,14989780057,,24250000,0,1959,56,433035.71428571426,0.02858601327207759,0,0.27409521428571432,2025-08-13 14:32:56.445421 UTC,56
