date,campaign_id,conversions,conversions_value,conversion_action_category,conversion_action_resource_name,rl_ingested_at
2023-05-21,1846934876,12.257304,1772.41808264,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.769903 UTC
2023-05-21,18863099651,2.0,195.45,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.769972 UTC
2023-05-22,1846935299,39.548185,4759.20118393,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770020 UTC
2023-05-22,8870787276,54.649117,4432.17192814,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770043 UTC
2023-05-22,14989785082,0.938171,73.28991852,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770067 UTC
2023-05-22,1846934876,18.089817,2867.81685833,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.769997 UTC
2023-05-23,8870787276,26.89642,2686.26123169,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770135 UTC
2023-05-23,1846934876,3.014814,368.10280458,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770090 UTC
2023-05-23,18856235667,0.061829,4.83008148,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770202 UTC
2023-05-23,14989780057,1.0,95.32,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770180 UTC
2023-05-23,1846935299,8.445372,930.60283673,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770113 UTC
2023-05-23,14944101303,1.0,285.05,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770158 UTC
2023-05-24,1846935299,10.084104,1258.72137137,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770248 UTC
2023-05-24,8870787276,33.459689,3535.34760645,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770270 UTC
2023-05-24,18856235667,1.016198,107.65969526,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770296 UTC
2023-05-24,1846934876,2.216157,395.89938204,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770225 UTC
2023-05-25,1846934876,4.295052,449.68074496,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770319 UTC
2023-05-25,8870787276,23.738347,2320.45785962,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770369 UTC
2023-05-25,18863099651,1.0,72.36,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770393 UTC
2023-05-25,1846935299,10.209761,1010.32480629,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770343 UTC
2023-05-26,8870787276,24.732057,2486.91572075,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770465 UTC
2023-05-26,1846934876,4.492296,549.69980888,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770416 UTC
2023-05-26,1846935299,16.385929,2092.54120486,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770439 UTC
2023-05-27,8870787276,34.165476,2947.71224903,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770533 UTC
2023-05-27,18856235667,1.0,95.27,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770555 UTC
2023-05-27,18863099651,1.0,66.62,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770577 UTC
2023-05-27,1846935299,15.919833,2432.67695381,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770510 UTC
2023-05-27,1846934876,1.771223,138.28558284,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770487 UTC
2023-05-28,1846935299,9.779827,1072.36854645,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770626 UTC
2023-05-28,1846934876,7.449269,1050.36977592,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770602 UTC
2023-05-28,8870787276,47.468689,4792.43725927,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770649 UTC
2023-05-29,18856235667,1.0,72.32,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770742 UTC
2023-05-29,1846934876,4.133874,299.2026409,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770673 UTC
2023-05-29,1846935299,18.828142,1589.18213392,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770697 UTC
2023-05-29,8870787276,49.152153,4136.07182814,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770720 UTC
2023-05-30,14944101303,1.0,63.18,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770837 UTC
2023-05-30,1846934876,8.333333,856.74989463,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770766 UTC
2023-05-30,1846935299,8.590894,843.26610501,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770792 UTC
2023-05-30,8870787276,31.630268,2580.22368409,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770814 UTC
2023-05-31,8870787276,49.244868,3980.95926315,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770907 UTC
2023-05-31,18863099651,0.023617,1.16597129,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770930 UTC
2023-05-31,1846934876,7.875833,737.44326541,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770859 UTC
2023-05-31,1846935299,20.780937,1843.0288403,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770881 UTC
2023-06-01,1846935299,10.88066,1039.08713285,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770980 UTC
2023-06-01,14944573582,1.0,45.99,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771026 UTC
2023-06-01,14945288086,1.47043,231.8112905,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771050 UTC
2023-06-01,8870787276,41.746348,3450.6736381,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771003 UTC
2023-06-01,1846934876,9.0,907.73,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.770955 UTC
2023-06-02,1846935299,18.229801,2314.75325716,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771096 UTC
2023-06-02,8870787276,33.589088,2683.62979096,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771118 UTC
2023-06-02,18863099651,1.0,78.12,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771164 UTC
2023-06-02,1846934876,9.098349,1097.70848675,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771073 UTC
2023-06-02,14945288086,1.0,89.61,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771142 UTC
2023-06-03,14989785082,1.0,95.36,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771283 UTC
2023-06-03,14944101303,1.0,60.82,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771258 UTC
2023-06-03,1846935299,8.203687,883.6763736,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771213 UTC
2023-06-03,18863099651,1.0,49.37,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771306 UTC
2023-06-03,1846934876,6.059606,650.20526492,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771189 UTC
2023-06-03,8870787276,33.042207,2758.31059709,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771236 UTC
2023-06-04,1846934876,11.0,1354.29,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771329 UTC
2023-06-04,1846935299,16.346726,1807.99571646,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771352 UTC
2023-06-04,18863099651,3.121699,262.67462096,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771443 UTC
2023-06-04,18847989012,1.0,43.63,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771398 UTC
2023-06-04,8870787276,37.131561,3955.35357171,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771375 UTC
2023-06-05,18863099651,1.0,40.24,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771540 UTC
2023-06-05,1846935299,19.443494,2048.51010678,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771490 UTC
2023-06-05,8870787276,24.307462,2806.64895974,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771513 UTC
2023-06-05,1846934876,1.396634,184.63249774,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771467 UTC
2023-06-06,8870787276,33.287469,3297.22117708,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771614 UTC
2023-06-06,1846934876,6.34666,499.55008864,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771566 UTC
2023-06-06,1846935299,14.481852,1712.8101085,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771589 UTC
2023-06-07,1846934876,1.5,128.645,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771636 UTC
2023-06-07,1846935299,11.464392,1082.49569112,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771659 UTC
2023-06-07,8870787276,23.28794,2261.66082412,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771684 UTC
2023-06-08,1846935299,10.607315,1239.60709125,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771730 UTC
2023-06-08,1846934876,3.0,489.5,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771708 UTC
2023-06-08,8870787276,23.706552,2685.82004728,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771752 UTC
2023-06-09,8870787276,17.910177,1893.33233159,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771823 UTC
2023-06-09,1846934876,7.25,805.5975,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771776 UTC
2023-06-09,1846935299,8.003995,1040.2567253,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771799 UTC
2023-06-10,1846935299,14.553827,1630.06400716,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771871 UTC
2023-06-10,1846934876,5.050716,556.72557431,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771848 UTC
2023-06-10,8870787276,17.363519,2065.48465171,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771893 UTC
2023-06-11,1846934876,6.134397,673.07441872,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771917 UTC
2023-06-11,8870787276,29.050838,2413.63479581,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771964 UTC
2023-06-11,1846935299,10.553508,1122.87460865,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771941 UTC
2023-06-11,14989780057,0.532617,73.45853664,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.771987 UTC
2023-06-12,14989780057,1.0,229.94,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772103 UTC
2023-06-12,8870787276,23.780627,2476.33130663,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772056 UTC
2023-06-12,1846934876,3.0,236.98,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772011 UTC
2023-06-12,1846935299,9.599593,1931.20325174,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772034 UTC
2023-06-12,14945288086,1.0,114.86,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772080 UTC
2023-06-13,1846935299,8.706998,905.6206212,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772151 UTC
2023-06-13,1846934876,5.282235,619.41296895,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772125 UTC
2023-06-13,8870787276,25.790509,2348.72949491,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772174 UTC
2023-06-14,1846934876,2.075688,207.25232848,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772197 UTC
2023-06-14,8870787276,17.412164,1921.58970976,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772245 UTC
2023-06-14,1846935299,7.804513,1020.47067385,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772222 UTC
2023-06-15,20286492220,1.0,34.44,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772335 UTC
2023-06-15,1846935299,9.051882,822.3535304,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772291 UTC
2023-06-15,1846934876,7.000783,870.64978443,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772268 UTC
2023-06-15,20286553840,1.0,89.61,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772358 UTC
2023-06-15,8870787276,5.739691,412.73089962,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772314 UTC
2023-06-16,1846935299,14.785466,1532.66208266,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772404 UTC
2023-06-16,20286492220,14.156764,1012.93902409,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772427 UTC
2023-06-16,20286553840,6.402684,529.41164942,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772453 UTC
2023-06-16,1846934876,3.333334,392.6267781,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772381 UTC
2023-06-17,20286553840,11.976519,1021.21381901,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772549 UTC
2023-06-17,1846934876,14.924312,1350.97767152,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772476 UTC
2023-06-17,1846935299,11.264786,1894.98740439,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772502 UTC
2023-06-17,20286492220,24.291537,2367.96415322,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772526 UTC
2023-06-18,20286492220,16.559849,1608.5367891,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772618 UTC
2023-06-18,20286553840,12.846024,1144.67912757,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772640 UTC
2023-06-18,1846935299,16.166667,1573.11839386,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772595 UTC
2023-06-18,1846934876,9.1583,1038.739759,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772572 UTC
2023-06-19,1846934876,2.000783,323.07978443,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772663 UTC
2023-06-19,1846935299,2.0,184.98,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772686 UTC
2023-06-19,20286553840,13.514569,922.53334502,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772731 UTC
2023-06-19,20286492220,13.486453,921.03780208,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772709 UTC
2023-06-20,1846935299,9.5,1171.71,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772782 UTC
2023-06-20,20286553840,10.017757,797.99696735,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772830 UTC
2023-06-20,20286492220,14.995182,1011.3716822,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772805 UTC
2023-06-20,1846934876,7.0,695.16,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772759 UTC
2023-06-21,20286553840,9.88054,742.83956894,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772922 UTC
2023-06-21,20286492220,6.49595,585.26806588,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772899 UTC
2023-06-21,1846934876,5.277715,818.28472398,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772853 UTC
2023-06-21,1846935299,11.787764,1347.14543204,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772876 UTC
2023-06-22,1846934876,4.0,383.81,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772944 UTC
2023-06-22,20286553840,11.065736,1232.18407443,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773011 UTC
2023-06-22,1846935299,5.001321,381.67504691,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772966 UTC
2023-06-22,20286492220,13.315517,1552.33907997,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.772989 UTC
2023-06-23,20286553840,13.082866,1615.83499998,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773105 UTC
2023-06-23,20286492220,13.598136,1331.85391048,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773082 UTC
2023-06-23,1846934876,2.020621,187.98195721,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773033 UTC
2023-06-23,1846935299,7.0,571.85,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773058 UTC
2023-06-24,20286492220,16.943722,1387.82083834,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773176 UTC
2023-06-24,1846935299,21.0,2084.48,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773153 UTC
2023-06-24,20286553840,15.932245,1249.09581827,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773199 UTC
2023-06-24,1846934876,6.446454,1110.7373936,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773130 UTC
2023-06-25,1846934876,4.0,676.98,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773223 UTC
2023-06-25,1846935299,9.0,899.96,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773246 UTC
2023-06-25,20286492220,10.997153,1294.18739693,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773268 UTC
2023-06-25,20286553840,4.685591,385.27227412,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773291 UTC
2023-06-26,14989780057,1.0,51.74,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773359 UTC
2023-06-26,1846934876,1.001969,83.1502139,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773312 UTC
2023-06-26,1846935299,6.025349,621.04137891,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773334 UTC
2023-06-26,20286492220,14.364619,1383.97856549,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773384 UTC
2023-06-26,20286553840,10.06995,739.63673572,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773407 UTC
2023-06-27,20286553840,14.936838,1074.06219128,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773509 UTC
2023-06-27,1846934876,6.08779,877.5381548,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773439 UTC
2023-06-27,1846935299,10.023306,944.70875718,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773462 UTC
2023-06-27,20286492220,20.120468,1600.18849157,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773485 UTC
2023-06-28,20286492220,16.658342,1349.68420685,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773578 UTC
2023-06-28,1846935299,12.516067,1519.14958019,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773556 UTC
2023-06-28,20286553840,14.29085,1416.00965164,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773601 UTC
2023-06-28,1846934876,2.0,248.12,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773533 UTC
2023-06-29,1846935299,10.544817,1459.22546936,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773651 UTC
2023-06-29,14989780057,0.641014,36.44805604,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773676 UTC
2023-06-29,1846934876,5.5,402.46,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773628 UTC
2023-06-29,20286492220,15.761609,1658.25988776,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773698 UTC
2023-06-29,20286553840,12.943602,1054.0698753,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773721 UTC
2023-06-30,1846934876,3.538434,350.99196544,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773745 UTC
2023-06-30,1846935299,15.750932,1718.80967135,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773767 UTC
2023-06-30,20286553840,14.581507,1343.74075149,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773837 UTC
2023-06-30,14989780057,1.288242,108.34549478,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773790 UTC
2023-06-30,20286492220,24.957388,2269.94987213,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773813 UTC
2023-07-01,20286553840,20.598526,1958.69951174,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773953 UTC
2023-07-01,1846935299,27.0,4718.78,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773882 UTC
2023-07-01,20286492220,27.679236,3599.57360615,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773931 UTC
2023-07-01,14945288086,1.0,96.71,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773908 UTC
2023-07-01,1846934876,12.519023,1921.67971969,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773859 UTC
2023-07-02,20286553840,10.454173,861.44274266,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774071 UTC
2023-07-02,1846934876,6.053794,542.1084963,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.773978 UTC
2023-07-02,1846935299,9.75,1126.39,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774001 UTC
2023-07-02,20286492220,12.473013,1536.94012169,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774048 UTC
2023-07-02,14989780057,0.465977,81.9187566,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774025 UTC
2023-07-03,1846934876,10.0,1263.65,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774093 UTC
2023-07-03,1846935299,11.097072,1177.72016124,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774120 UTC
2023-07-03,20286492220,19.304539,1548.37083657,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774144 UTC
2023-07-03,20286553840,15.931246,1251.79337579,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774166 UTC
2023-07-04,20286492220,13.086475,969.89866682,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774235 UTC
2023-07-04,20286553840,20.03906,1620.60480631,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774258 UTC
2023-07-04,1846935299,14.294877,1739.24753241,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774213 UTC
2023-07-04,1846934876,9.872507,1083.08601629,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774190 UTC
2023-07-05,1846935299,13.625,1619.5825,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774306 UTC
2023-07-05,20286553840,15.42051,1518.65783048,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774352 UTC
2023-07-05,1846934876,4.0,524.95,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774283 UTC
2023-07-05,20286492220,17.091166,1349.35397171,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774329 UTC
2023-07-06,20286553840,10.053109,766.37355183,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774442 UTC
2023-07-06,1846935299,5.690556,610.5056183,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774396 UTC
2023-07-06,20286492220,12.498929,1147.23633598,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774418 UTC
2023-07-06,1846934876,3.043022,309.22436258,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774374 UTC
2023-07-07,20286553840,17.685696,1362.84722766,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774540 UTC
2023-07-07,1846935299,11.872507,1128.31670893,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774489 UTC
2023-07-07,1846934876,7.0,735.81,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774466 UTC
2023-07-07,20286492220,15.727372,1504.47083559,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774513 UTC
2023-07-08,20286553840,17.935441,1230.13447118,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774661 UTC
2023-07-08,1846934876,2.0,322.89,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774563 UTC
2023-07-08,20286492220,14.749644,1309.49567048,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774637 UTC
2023-07-08,14945288086,0.830123,40.94996759,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774613 UTC
2023-07-08,1846935299,10.165841,968.46029958,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774590 UTC
2023-07-09,14989780057,1.892842,174.2562576,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774729 UTC
2023-07-09,20286492220,27.297719,2890.57253889,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774751 UTC
2023-07-09,1846935299,7.419309,706.22225555,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774706 UTC
2023-07-09,20286553840,15.689408,1273.06827447,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.774773 UTC
